"elencoid","pelicula_id","personajeid"
9164,3022,13162
9165,3022,1098
9202,2853,13219
9203,2853,13220
9204,3048,598
9205,3048,7543
9206,3048,1958
9207,3048,1221
9208,3048,13221
9209,3048,13222
9210,3048,13223
9211,3048,13224
9212,3048,13225
9213,3048,13226
9214,3048,13227
9215,3048,13228
9216,3048,13229
9217,3048,13230
9218,3048,13231
9219,3048,13232
9220,3048,13233
9221,3048,13234
9222,3048,13235
9223,3048,13236
9224,3048,13237
9265,3009,6168
9266,3009,843
9267,3009,67
9268,3009,6243
9269,3009,13301
9270,3009,13302
9271,3009,13303
9272,3009,1098
9273,3009,13304
9275,3011,2276
9276,3011,341
9277,3011,1472
9280,3079,13311
9281,3079,748
9282,3079,720
9283,3079,132
9284,3079,577
9285,3079,1114
9286,3079,13312
9287,3079,13313
9288,3079,13314
9346,3100,536
9347,3100,763
9348,3100,13434
9349,3100,1098
9350,3100,94
9351,3100,892
9352,3100,2145
9353,3100,1473
9354,3100,8861
9355,3100,10683
9356,3100,871
9357,3100,12943
9358,3100,13435
9359,3100,401
9360,3100,1283
9361,3100,10003
9384,59,70
9385,1709,70
9396,3120,10683
9397,3120,13529
9398,3120,13532
9399,3120,1687
9400,3120,13533
9401,3123,729
9402,3123,341
9403,3123,483
9404,3123,6170
9475,3150,13645
9476,3150,13646
9477,3150,997
9478,3150,13647
9479,3150,13648
9480,3150,13649
9481,3150,13650
9482,3150,13651
9483,3150,13652
9484,3150,13653
9485,3150,1219
9486,3150,13654
9487,3150,13655
9488,3150,13656
9489,3150,13657
9535,3164,936
9536,3164,6738
9537,3164,2416
9538,3164,13719
9539,482,4284
9540,482,1814
9541,3164,196
9542,3164,4365
9543,3164,1552
9544,3172,13740
9545,3172,7695
9546,3172,13741
9547,3172,1426
9548,3172,11814
9549,3172,13742
9636,3203,871
9637,3203,1426
9638,3203,1283
9639,3203,1434
9640,3203,754
9641,3203,577
9642,3203,5679
9643,3203,4454
9644,3203,1425
9645,3203,11813
9646,3203,13858
9647,3203,7543
9648,3203,13859
9649,3203,13860
9705,1769,1170
9708,2048,13836
9709,2048,198
9710,2048,11123
9711,2048,1269
9712,2048,251
9713,2048,1170
9714,2048,906
9715,2048,1137
9716,2048,1254
9882,2899,14306
9883,2899,14307
9884,2899,14308
9885,2899,14309
9911,3321,82
9912,3321,10271
9913,3321,14365
9914,3321,510
9915,2094,1744
9916,3321,14366
9917,3321,14367
9918,3321,66
9919,3321,950
9920,3321,2089
9921,3321,84
9922,3321,600
9923,3321,14368
10129,1390,48
10130,1390,504
10131,1390,600
10132,1390,1218
10164,3428,14835
10165,3428,10704
10166,3428,12086
10167,3428,14836
10168,3428,12085
10169,3428,14837
10170,3428,14838
10171,3428,14839
10172,3428,14840
10173,3428,9521
10174,3428,14841
10175,3428,8903
10176,3428,6452
10177,3428,2444
10546,792,8881
10558,52,13912
10562,3582,11471
10563,3582,15463
10564,3582,198
10565,3582,10966
10566,3582,2678
10567,3582,7626
10568,3582,15464
10569,3582,15465
10570,3582,15466
10571,3582,7254
10572,3582,15467
10573,3582,15468
10574,3582,15469
10575,3582,12680
10576,3582,1799
10577,3582,15470
10578,3582,15471
10579,3582,15472
10580,3582,15473
10581,3582,15474
10582,3582,15475
10637,2243,6058
10638,2243,11248
10639,2243,15553
10885,108,1115
