"premios","pelicula_id"
"<li>Mejor película iberoamericana, Premios Ariel, México, 2014.",2377
"<li>Mejor documental nacional, Festival In-Edit, 2012.",2347
"<li>Mejor Documental Nacional, FEDOCHI, 2012.",2347
"<li> Premio especial del Jurado Competencia Nacional, Festival Internacional de Documentales de Santiago, FIDOCS, 2014.",2741
"<li> Premio del público Competencia Nacional, Festival Internacional de Documentales de Santiago, FIDOCS, 2014.",1192
"<li> Mejor corto infantil y Mejor dirección de arte, Festival Animamundi, Brasil, 2014.",2785
"<li> Mejor director, Mejor dirección de fotografía, Mejor actriz y Premio Quijote, Festival Festival de Cinema de Gramado, Brasil, 2014.",2580
"<li>Mejor Película y Mejor Actriz (Paulina García), Festival Unasur, Argentina, 2014.",2377
"<li>Actriz revelación (Digna Quispe), Festival Unasur, Argentina, 2014.",2588
"<li> Mejor actor (Daniel Candia), Festival de Vladivostok, Rusia, 2014.",2715
"<li> Premio del Público Largometraje Internacional, Festival Internacional de Cine de Valdivia, 2014.",2715
"<li> Mención Especial del Jurado Largometraje Chileno, Festival Internacional de Cine de Valdivia, 2014.",2877
"<li> Premio Moviecity, Festival Internacional de Cine de Valdivia, 2014.",2836
"<li> Mención honrosa, Competencia Nacional, Festival de Documentales de Chiloé, 2014.",1192
"<li> Mejor película, Competencia oficial Largometrajes, Antofadocs, 2014.",2525
"<li> Premio Mejor película nacional, Festival de Cine B, Chile, 2014.",2741
"<li> Ganador Largometraje Nacional, Festival Internacional de Cine de Documental de Puerto Varas, Surdocs, 2014.",2741
"<li> Mejor película Competencia internacional, Sanfic, Chile, 2014.",2833
"<li> Mejor película Competencia nacional, Sanfic, Chile, 2014.",2900
"<li> Mejor director Competencia nacional, Sanfic, Chile, 2014.",2900
"<li> Mención Competencia nacional, Sanfic, Chile, 2014.",2897
"<li> Mejor Cortometraje Competencia talento nacional, Sanfic, Chile, 2014.",2785
"<li> Mejor película Competencia de Largometraje Internacional, Festival Internacional de Cine de Rengo, 2015.",2851
"<li> Mención especial del jurado largometraje nacional, Festival Internacional de Cine de Iquique, 2015.",2483
"<li> Oso de Plata Mejor Guión, Festival Internacional de Berlín, 2015.",3014
"<li> Oso de Plata Premio especial del jurado, Festival Internacional de Berlín, 2015.",3011
"<li> Premio del jurado Ecuménico, Festival Internacional de Berlín, 2015.",3014
"<li> Mejor Documental Iboamericano, Festival Internacional de Cine de Guadalajara, México, 2015.",2900
"<li> Premio del público, Festival de Cine de Miami, EEUU, 2015.",2900
"<li> Mejor documental, Festival internacional de cine de Cartagena de Indias, Colombia, 2015.",2900
"<li> Mejor película iberoamericana, Festival de Cine de Mujeres, Femcine, 2015.",2876
"<li> Mejor ópera prima, Festival de Cine de Miami, 2015.",3022
"<li> Ojo de oro, Mejor documental, Quincena de realizadores, Festival de Cannes, 2015.",3021
"<li> Mejor largometraje, Mejor guión y Premio de la crítica, Festival Ceara, Brasil, 2015.",3011
"<li> Mención especial al elenco,  Festival de Pesaro, Italia, 2015.",2851
"<li> Mejor dirección femenina, International Documentary Film Festival Amsterdam, Holanda, 2014.",2900
"<li> Premio del público, Sanfic, 2015",3021
"<li> Mejor director, Competencia Cine Chileno, Sanfic, 2015.",3124
"<li> Mejor película, Competencia Cine Chileno, Sanfic, 2015.",3061
"<li> Mención honrosa, Elena Anaya como mejor actriz, Competencia de Cine Internacional, Sanfic, 2015.",3079
"<li> Grand Prix, EBS International Documentary Festival (EIDF), Corea del sur, 2015.",2900
"<li>  Mejor Música de Película Chilena SCD, Festival Internacional de Cine de Viña del Mar, 2015.",2853
"<li> Mención especial, Categoría Nuevos Directores, Festival de Cine de San Sebastián, 2015.",3164
"<li> Premio \"Silver Nanook\", Flahertiana Documentary Festival, Rusia, 2015.",3061
"<li> Mejor Película Largometraje Chileno, Festival Internacional de Cine de Valdivia, 2015.",3126
"<li> Mejor Cortometraje Infantil Latinoamericano, Festival Internacional de Cine de Valdivia, 2015.",2785
"<li> Mejor director, Mejor Guión y Mejor ensamble actoral, Festival de Cine de Chicago, 2015.",3011
"<li> Mejor película, Bozcaada International Festival of Ecological Documentary, Turquía, 2015.",3061
"<li> Mención del jurado Competencia Nacional, Festival de Cine Documental de Chiloé, 2015.",3061
"<li> Mejor director, Festival de Cine Iberoamericano de Huelva, España, 2015.",3079
"<li> Mejor película ficción, Mejor director, Mejor guión, Mejor actor (Alfredo Castro), Premio Iberoamericano de Cine Fénix, 2015.",3011
"<li> Mejor fotografía documental, Premio Iberoamericano de Cine Fénix, 2015.",3014
"<li> Premio Coral Mejor Largometraje Ficción, Festival de Cine de La Habana, 2015.",3011
"<li> Premio de la Asociación de Cine, Radio y Televisión de la Unión de Escritores y Artistas de Cuba, Festival de Cine de La Habana, 2015.",3011
"<li> Premio de la Asociación Cubana de la Prensa Cinematográfica, Festival de Cine de La Habana, 2015.",3011
"<li> Premio Especial del Jurado Mejor “Opera Prima”. Latin American Film Festival Austin Texas, E.E.U.U., 2006.",64
"<li> Mejor Film de Ficción, Era New Horizon International Film Festival, Polonia, 2006.",64
"<li> Premio Especial del Jurado, Vladivostok International Film Festival “Pacific Meridian”, Rusia, 2006. ",64
"<li> Mejor Película. Seoul International Film Festival, 2006.",64
"<li> Mejor Actriz, Festival Iberoamericano de Cine de Santa Cruz, Bolivia, 2006.",64
"<li> Mejor Actriz, Mejor Actor, Festival Internacional de Cine de Guayaquil. Ecuador, 2006. ",64
"<li> Mejor Película del Año, Asociación de Críticos de Chile, 2006.",64
"<li> Mejor Largometraje, Mejor Dirección, Mejor Interpretación Femenina, Mejor interpretación Secundaria y Mejor Diseño de Sonido, Premio Pedro Sienna, Chile 2007.",64
"<li> Premio del Jurado Latin American Film Festival. Holanda 2006.",75
"<li> Mejor Película, Premio del Público, Festival Internacional Cine Digital de Viña del Mar, Chile, 2006.",75
"<li> Mejor Actriz, Premio ALTAZOR, Chile, 2006.",75
"<li> Mejor Guión, Mejor Actriz, Mejor Nuevo Director, Premio Wiken, El Mercurio, Chile, 2006.",75
"<li> Mejor Guión, Mejor Actriz, Asociación de Periodistas de Espectáculos, APES, Chile, 2006.",75
"<li> Mejor Actriz, Festival Internacional de Cine de Palm Spring, E.E.U.U., 2007. ",75
"<li> Selección Oficial de Chile al OSCAR a la Mejor Película Extranjera, Los Ángeles. E.E.U.U., 2006. ",75
"<li> Selección Oficial de Chile al GOYA a la Mejor Película Extranjera de Habla Hispana, España, 2006. ",75
"<li> Selección Oficial a los Premios ARIEL a la Mejor Película Extranjera de la Academia Mexicana de Artes y Ciencias Cinematográficas, México, 2007.",75
"<li> Mejor Película Iberoamericana, V Premio Luis Buñuel, España. 2007.",75
"<li> Mejor Actor para Alfredo Castro, Festival de Cine Independiente de Buenos Aires, 2009.",141
"<li> Premio Cine en Construcción, Festival Internacional de San Sebastián, 2008.",141
"<li> Premio a la Mejor Película del Festival de Cine de Turín, Italia, 2008.",141
"<li> Premio Mejor Actuación Masculina, Festival de Cine de Turín, Italia, 2008. ",141
"<li> Premio a la Mejor dirección de Competencia Nacional Festival Internacional de Cine de Viña del Mar, 2008.",141
"<li> Premio especial del jurado, Festival Internacional de Cine de Viña del Mar, 2008. ",141
"<li> Mejor documental, Festival Internacional de Cine de Viña del Mar, Chile, 2009.",262
"<li> Premio del público, Mejor animación, Washington DC Independent Film Festival, EEUU, 2015.",2785
"<li> Nominado al Premio Oscar, Mejor corto animado, 2016.",2785
"<li>  Mejor dirección, Mejor dirección de fotografía, Mejor banda sonora, Festival de Cine Chileno de Quilpué, 2015.",3061
"<li> Mejor ficción nacional, Círculo de Críticos de Arte, Chile, 2015.",2853
"<li> Mejor documental nacional, Círculo de Críticos de Arte, Chile, 2015.",2900
"<li> Mención especial, Círculo de Críticos de Arte, Chile, 2015.",3061
"<li> Mejor documental, Premios Lumière, Francia, 2016.",3014
"<li> Mejor animación, Festival Internacional de Cine de Lebu, 2016.",2785
"<li> Premio Oscar Mejor Corto Animado, 2016.",2785
"<li> Mejor película, Competencia Iberoamericana de Largometrajes, Femcine, Chile, 2016.",3126
"<li> Mejor película, Categoría Largometraje, Festival de Cine Patagonia Aysén , 2016.",3061
"<li> Mención del jurado, Categoría largometraje, Festival de Cine Patagonia Aysén, 2016.",2483
"<li> Mejor película, Categoría Regional, Festival de Cine Patagonia Aysén, 2016.",3309
"<li> Mejor actor (Luis Gnecco), History Havana Film Festival, Nueva York, EEUU, 2016.",3009
"<li> Mejor documental, Festival de Cine del Mar de Punta del Este, Uruguay, 2016.",3021
"<li> Mejor documental, Premios Platino, 2016.",3014
"<li> Mejor guión, Premios Platino, 2016.",3011
"<li> Mejor largometraje documental, Premios Pedro Sienna, 2016.",3124
"<li> Mejor dirección de fotografía, Mejor dirección de arte, Mejor interpretación secundaria masculina (Alfredo Castro), Premios Pedro Sienna, 2016.",2588
"<li> Mejor interpretación protagónica masculina (Luis Gnecco), Premios Pedro Sienna, 2016.",3009
"<li> Ganador Competencia Mejor Música de Película Chilena SCD, Festival Internacional de Viña del Mar, 2016.",3123
"<li> Mejor Guión, Festival Ventana Andina JUJUYi, San Salvado de Jujuy, Argentina, 2015",2851
"<li> Premio Radio BI&#769;O BI&#769;O, Mejor peli&#769;cula seleccionada por el pu&#769;blico, Festival Internacional de Documentales de Santiago, Fidocs, 2016.",3419
"<li> Mejor película, Competencia Nacional, Festival Documentales de Chiloé, Fedochi, 2016.",3419
"<li> Mejor película, Competencia Regional, Festival Documentales de Chiloé, Fedochi, 2016.",3309
"<li> Mejor película, Mejor dirección, Mejor sonido, DIVA Film Fest, Chile, 2016.",3419
"<li> Mejor diseño de arte, Mejor vestuario, Mejor edición, Mejor largometraje de ficción, Premio Iberoamericano de Cine Fénix, 2016.",3321
"<li> Mejor edición, Festival Internacional del Nuevo Cine Latinoamericano de la Habana, 2016.",3321
"<li> Mejor dirección artística, Festival Internacional del Nuevo Cine Latinoamericano de la Habana, 2016.",3321
"<li> Mejor documental internacional, Festival BíoBío Cine, 2016.",3126
"<li> Premio especial del Jurado, Festival de Cine de Rengo, 2016.",3126
"<li> Gran Premio del Jurado Cine Latino, Festival de Cine de Palm Spring, 2017.",3321
"<li> Mejor actor de película en lengua extranjera, Festival de Cine de Palm Spring, 2017.",3321
"<li> Mejor Banda Sonora, Festival de Cine Chileno FECICH, 2017.",3316
"<li> Premio Mejor Documental Nacional, Premio de la Audiencia, Premio El Documental del Mes y Premio Hackathon, Festival DocsBarcelona, Valparaíso, 2016.",3419
"<li> Mejor Documental, Círculo de Críticos de Arte de Chile, 2016.",3419
"<li> Teddy Bear, Mejor Largometraje, Festival Internacional de Cine de Berlín, 2015.",3150
"<li> Cine de los extrenos, Mejor largometraje, Festival Internacional de Cine de Iquique, 2017.",3316
