"nombre_personaje","pelicula_id"
"Guillermo Amoedo",2914
"Emilio Romero",2916
"Harold Avilés",3000
"Rodrigo Susarte",3000
"Matías Lira",3009
"Sergio Castro San Martín",3010
"Pablo Larraín",3011
"Patricio Guzmán",3014
"Marcia Tambutti",3021
"Claudio Marcone",3022
"Sergio Castilla",3048
"Claudia Barril",3060
"Sebastián Moreno",3060
"Bettina Perut",3061
"Iván Osnovikoff",3061
"Matías Bize",3079
"Coti Donoso",3085
"Diego Rougier",3100
"Ticoy Rodríguez",3120
"Cristóbal Valderrama",3123
"Carola Fuentes",3124
"Rafael Valdeavellano",3124
"Vivienne Barry",3126
"Sebastián Silva",3150
"José Pérez",149
"Sebastián Brahm",3164
"Yassin Velásquez",3169
"Constanza Erenchun",3169
"Eli Roth",3172
"Nicolás López",3203
"Alberto Serrano Fillol",3309
"Cristóbal Azócar",3309
"Francisco Hervé",3316
"Pablo Larraín",3321
"María Teresa Larraín",3419
"Cristóbal Olivares",3428
"Alvaro de la Barra",3458
"Manuel Venegas Chaparro",3582
