"nombre_personaje","pelicula_id"
"pitu.the.beat.",2760
"Sebastián Lelio",2781
"Patricio Escala",2785
"Pedro Durán",2788
"Gabriel Flores Durán",2788
"Germán Ovando",2347
"Esteban Vidal",2827
"Soledad Salfate",2836
"Catalina Marín",2837
"Juan Carlos Catalán Figueroa ",2827
"Juan Gaete",2851
"Danielle Fillios",2861
"Galut Alarcón",2869
"Valeria Hernández",2870
"Catalina Marín",2876
"Carolina García Bloj ",2877
"Ernesto Díaz",2885
"Andrea Chignoli",2833
"Rodolfo Wedeles",2853
"Coti Donoso",2897
"Jorge Yacoman",2899
"Juan Eduardo Murillo",2900
"Sebastián Brahm",2900
"Diego Macho",2914
"Sandra Jiménez",2787
"Camilo Campi",2916
"Harold Avilés",3000
"Francisco Aguirre",3000
"Mayra Morán",2483
"Andrea Chignoli",3009
"Sebastián Sepúlveda",3011
"Andrea Chignoli",3010
"Sergio Castro San Martín",3010
"Emmanuelle Joly",3014
"M. Teresa Viera-Gallo Chadwick",3021
"Coti Donoso",3021
"Felipe Gálvez",3022
"Pedro Chaskel",3048
"Vicente Valderrama",3048
"Gustavo Silva (II)",3048
"Sebastián Moreno",3060
"Bettina Perut",3061
"Iván Osnovikoff",3061
"Valeria Hernández",3079
"Coti Donoso",3085
"Rodrigo Espinoza",3100
"Camilo Campi",3123
"Rafael Valdeavellano",3124
"Danielle Fillios",3126
"Fernando Valenzuela Quinteros",3126
"Sofía Subercaseaux",3150
"Sebastián Brahm",3164
"Constanza Erenchun",3169
"Diego Macho",3172
"Diego Macho",3203
"Rodrigo González Larrondo ",2647
"Cristóbal Azócar",3309
"Hervé Schneid",3321
"Sergio Castro San Martín",1170
"Andrea Chignoli",3316
"Francisco Hervé",3316
"Ricardo Acosta",3419
"Tim Wilson",3419
"Jordan Kawai",3419
"Sebastián Páez",3428
"Rodrigo Muñoz Cazaux",3428
"Jaime Grijalba",3428
"Martín Sappia",3458
"Sebastián Sepúlveda",3458
"Manuel Venegas Chaparro",3582
