"nombre_personaje","pelicula_id"
"Juan Andrés Fontán",2037
"Marcos Lorca",2054
"Nicolás Canales",2785
"Vivienne Barry",3126
"Gabriela Villalobos ",3126
"Antonia Herrera",2785
"Fernanda Frick",2785
"Angel Pérez",2785
