"nombre_personaje","pelicula_id"
"Nicolás López",3203
"Luis Cifuentes",3022
"Carlos Hansen",3203
"Rodrigo Trujillo",3203
"Miguel Asensio",3203
"Claudia Pérez",2647
"Rodrigo González Larrondo ",2647
"Patricio Escala",2785
"Gabriel Valencia",3428
"Benito Olivares",3428
