"pelicula_id","nombre_personaje"
50,"Eduardo Saavedra"
52,"Ismael Cabrera"
55,"Ismael Cabrera"
55,"Nicolás Ibieta"
56,"Ismael Cabrera"
59,"Ismael Cabrera"
60,"David Teijeiro"
63,"Juan Pablo Aliaga (II)"
66,"Ismael Cabrera"
123,"Iñaki Gil"
125,"Chile Films"
132,"Juan Pablo Aliaga (II)"
137,"Evasion"
137,"Troublemaker Digital Studios"
148,"Pablo Apiolazza"
50,"Marcelo Aldunce"
1846,"Marco Fuentes"
2109,"Sebastián Otaegui"
2914,"Lorena Molina"
2914,"Camila Acevedo"
2914,"Rodrigo Rojas Echaiz	"
